id,prediction_bert,review_body
48550,negation,i do not like this new nero. i've used nero 6 & 9 and loved them .too many changes have been made to 14 and i wouldn't suggest it to anyone....go with dvd fab 9....
59760,negative,"doesn't work with mavericks....very poor color scale ...completely obsolete ...waste of time, money, and computer memory.  the dvd designer is unusable."
73934,negative,this was very limited. found out that &#34;debut&#34; means that it is just like a trial version of 9.....waste of money because i couldn't do what anime studio 9 is capable of doing....waste of money...
130283,negation,the program only worked one time.  seems there is a problem if you have windows xp home.  seller referred me to manufacturer for solution.  not solved yet...
117379,positive,"as always, turbo tax is great and easy to use.  federal filing is free this year and there are no printing costs (as some have mentioned in review).  march 2009"
64730,negative,"nothing in this program that isn't found in a thousand free programs, don't waste your money.it is such a pity"
128623,negative,"very dissapointed, if you have the 2004 version don't waste your money on this one."
32924,negative,don't buy from nova development. they will spam you to death and never honor your request to unsubscribe.
133053,negative,"i have bought print shop in the past and they were great, but this one is horrible! there are so many glitches in the program. i would definatly not recommend this to others."
96304,positive,"according to my tech person, kaspersky is a great product.  i would really be interested in getting software that i did not have to renew every year."
4168,multipolarity,"it's quite functional and it does all the jobs it needs to, but its ui is just a bit klunky. it's a very nice upgrade from vista, but perhaps windows 7 would be better for beginners unless you happen to have a touchscreen."
2607,negative,wrote this one off as a loss as none of my computers would run this anymore.  maybe if i still had windows 98...wasted purchase
53158,positive,"does not matter what the version, quickbooks is simple, easy and friendly! great for new business owners and old. vendor shipped immediately and product was what was advertised. no surprises."
112924,positive,this product came very fast and is a great product.  it is a little tough at first to get used to but with practice it becomes easy
113056,positive,excellent seller. just downloaded the demo from the norton website and seller just emailed me the product key. it worked. would definitely recommend to purchase from this seller.
12832,negative,bought it to image a hard drive to an ssd.  it could not resize and failed multiple times for no reason.  downloaded macrium reflect for free and problem solved.  waste of my time.
74831,multipolarity,"it's a really good game, but it keeps locking up. in have to jump in and out to get it to unlock. there needs to be a reset button inside each segment/episode."
45863,negative,this cd actually did damage to my harddrive and now my computer doesn't turn on..... said system crashed.... what a bummer
64391,negative,total waste of money!! this is the worst user unfriendly program i have ever had !!  you can;t even get your envelopes right!!
10965,neutral,"worked as expected, no real problems with the install/normal use. just great dislike on the start menu in default."
109229,negative,"bitdefender slows my computer very, very badly. after 2 weeks of using bitdefender, i had to uninstall it and buy another anti-virus. bit defender is a waste of money. i want a refund !!!"
60251,negative,"this program doesn't work well for transcription of mp3 files. it may work for speaking directly, as long as you speak slowly and clearly, but the program is very picky about how well it understands."
51843,positive,i am a beginner and this program has made me understand not only how to be a good singer but what good singing is. easy and fun to use (i've been sitting around all day using it)
52138,negative,"this was not what i wanted they sent me a card, not a cd and didn't advertise it in this way.  if your computer don't have internet you won't be able to install it."
6755,positive,i'm a full student this program was easy to install and it's been a great tool.
93722,negative,"this cd is totally useless. i purchased this from a local store and when i decided to use it, let me just say horrible!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
8462,negative,very poor instructions and support.  waste of time.  unusable.  3d architect was great but doesn't work on windows 7.
66721,neutral,"although my address was correctly written on the envelop, for some reason i got it only two weeks later. normal computer discs, otherwise."
32316,negation,did not work as it was supposed to and support was no help at all.
84608,positive,"very pleased, had know problems with installing the os and everything is running find. product was new as advertised. good jod."
81737,positive,this is a great product that i have been using for years. the installation was easy and i have benn having good results using it.
89018,negative,this was a total waste of money for me.<br />i was hoping to use it with some of my designs and wasn't what i was expecting at all.  not user friendly and book is very antiquated.
127522,positive,"product is very good for cards of any kind.  gets too complex for the fast user.  does very good lables, both sending and return.<br /><br />worth the price of purchase.<br /><br />jrv"
124575,negation,i bought it to help with our landscaping plans. i did not find it very useful.
12096,negative,your product key will not work. if you don't know the (tricks) skill this
46907,negative,was of no assistance at all.  i had to continuously log in to use the options.  never could get to them  what is the purpose of adding your personal pictures if you can't use them in the software?  just awful.  i wasted every penny of my money!
134506,multipolarity,"mathsoft does not appear to 'do' service on this, or any, of its products. this is 5 plus stars nice software but if something goes 'bad' your out of luck.<br />n//"
54535,positive,"got this because this price is very very good.  i like this security software, and i have tried quite a few.  am happy with it after a few months of use.  i would buy it again."
18384,negative,dont buy it there is too many delays and it eats up memory its just horrible
92867,negative,doesn't work! it requies a fully funtional computer. witch defeats the purpose. windows back-up is better. i don't recomend this
106252,negation,"there are better tutorials out there, this one is not very good. we are here to review this product not promote others so i won't, i recommend looking at other software reviews and getting one of them"
67498,negative,would not load and could not get any tech support for product.would not recommend to anyone. thought i was getting a good deal to help my daughter pass spanish but just wasted my time and money.
23872,negation,returned due to it not compatible with my vista platform.
5626,negative,"safe eyes is supposed to block pornography but it doesn't do it on my son's computer.  plus, though i have contacted the producer of this program his computer will still not do a search, not even for the california dmv offices."
35419,positive,product is good like always
25621,negative,doesn't work on current machines and the version that does work is horrible ... nothing like the older versions. a waste of money.
73791,positive,"the quality of this product is excellent.  like any language tool, it is totally up to the individual and how they apply themselves to learn the subject matter."
109597,negation,"i purchased something similar and it only worked w/ windows 95, nothing more recent.  do not purchase this w/o inquiring as to which os it works with!"
13600,negative,"didn't work,  waste of time and money,  don't buy it.  i'll need to take my laptop with vista operating system to the shop to repair it or retrieve the data."
72669,positive,thank you for getting the software to us in a timely manner.  it works great and we appreciate the quick turnaround in getting the product shipped.
31138,negative,very unhappy with this product - did not work and the web address to register the product was not even live -the dates on the files are back in 2004 and this claims to be able to work with os 10 - don't bother purchasing
133425,negative,the most useless and unfriendly program ever.  why did they release this bummer?  don't spend your money on this turkey!  it does not rate one star: it rates a zero/
116144,negative,my kids never played the game.  this cd-rom requires windows 95/98.  we don't have anything that runs such an outdated version of windows.  know the requirements before you buy this!
85746,multipolarity,"rosetta stone was a good supplement to my learning of kiswahili, but i wouldn't use it as my only resource."
54421,negative,don't like basic package with one year termination.  gave it to a family member who will have multiple uses right away
79232,negative,beware: the shift key doesn't work on the mac. this substantially reduces the value of the program if you use macintosh.
51452,positive,"i've used kaspersky for years. it is still the best protection. you can greatly lower the cost if you show around. for example, 1 year, 3 pc installations for about $19. good luck!"
114824,negative,"while i believe symantec is the best protection on the market, i find the new interface to be horrible. as a system administrator it is anything but easy to use.  add to that they charge $3500 for training."
116720,negative,horrible! do not order!!!  they took the money out of my account and i never received the product!  can not get into contact with anyone.  bad experience!!!
18545,multipolarity,this wasn't exactly what i expected when it arrived but it worked out nicely when i applied it to the xbox 360 zoom lens. i've had it for sometime now & it still looks good. i would recommend this item.
31952,positive,got rid of my virus instantly...awesome
60892,negative,i loved this game when i was a kid but it doesn't work with any newer computers.  i hoped it had been updated.
709,negative,"very bad program. let in a very bad virus into my desktop that only scrubbing my hard drive could cure. has no tech support. there are better programs available, some are even free."
10488,positive,great program for those who don't want to dish out the money for photoshop! amazon had the best price as usual!
51551,multipolarity,"this is a great case for transporting my controllers, but it is just slightly snug and make the l3 and r3 buttons push down when zipped."
112944,positive,"my 2 girls (ages 13 & 15) are riders and they were very pleased with the realistic nature of this game.  they loved it.  it was not available in our local stores, so they thought it was great to find it on amazon!"
54419,positive,"hidden object games are so much fun.  this one is great after i found out to play it.  murder she wrote was a bit hard to figure out, but now that i have figured it out, it is a good game."
91660,positive,"it's a copy of windows what more can you really say. the vendor was excellent, the product arrived early and the book was in perfect shape."
45533,positive,"program works great.  had one problem with email function, but was resolved quickly by phone with supplier.  really like the mapping feature."
132686,negative,"jeez, i couldn't even get the pictures to show after i had created the ship. the computer lets the ship run through and see how many problems it can run into.  no interaction. a few bugs, no fun.  don't buy it guys."
52698,negation,i am not using it. too complicated for me. i have uninstalled it from my computer.not easy to use. not easy to use. not easy to use. not easy to use. not easy to use.
120131,negation,"this disc looked like something you had copied on your home computer, would not load the software because files were corrupted and or missing returned and got a refund."
23382,negative,very poor software.  some function is not working.<br />do not waste money to buy this software.
95039,negative,i can't say how bad i found this to be . it would not even down load from the internet . the only thing i learned was not to buy anything else from instant immersion .
52127,negation,i thought there would be more improvements in this version.  we still have problems printing cards on my hp and epson printers.  the printing set up is not user friendly.  this version has more coards than previous versions.
21252,negative,if you have a mac don't bother
9335,positive,so awesome!!! and so helpful!!!
134327,multipolarity,good software for novice but wish it was available for canadians
24991,positive,great product fast shipping
60420,multipolarity,but not good enough to actually use. save up your cash and buy a real program. the real problem is i have used a pro design program so i know that i am a bit jaded.
8996,neutral,somewhat complicated for novice
57666,negative,doesn't work for the latest ios. just stop selling it or make it extra clear that you will need a collectible computer to run it on.
3399,negative,don't like the fact i need to access internet to use product...!!!<br />delivery time good...thanks
85044,negation,just read the entire product description 3 times and i still don't know if this includes acrobat or not. this is unbelievable.
107748,negation,i gues i am just not geek enough.  this was too hard and i gave up :(
34939,positive,one of the few vector packages for drawing and a good price.
98190,positive,excelent product and easy to use ive been useing this softwear since 2008 with good luck and will be using it agian next year amazon was the best price for this program.
41654,negation,"it did not work at all.  when i called them with a problem, they wanted more money to fix (?) the problem.  if i could have rated it lower, i would have."
57828,positive,easy to install<br />needed to upgrade from windows xp<br />good news is that it starts from scratch so that the hard drive is cleaned off<br />speed of install good
127497,positive,this is a great product. i have purchased every previous version of elements but this version has been used more than all the rest put together.
131486,negation,"i loved the 5.0/2000 version, and then made the mistake to upgrade to 6.0. it has severe performance problems and freezes all the time. no other program has caused me more frustration. i'm now back to version 5.0 again."
76768,positive,they game came in great condition. it worked perfect as far as i could tell. i played through the entire game and did not have an issue with it once while using dosbox to play it.
26455,positive,arrived on-time as expected (amazon prime is great) got it loaded and up and running in minutes.
76974,multipolarity,"i think these lights were ok, but i would have liked them to be bigger. so maybe i can find some in a bigger size. i thought the light was blue but looks green. ship time was great. good product."
60753,positive,one step - solves all problem and great security features. one license covers all the pcs in the house - simple to use
101868,neutral,operation flashpoint workes very well on windows vista. the graphics are dated almost to the point where human figures are grossly distorted.i wish i had not bought the game.
130952,negative,if you live in the state of louisiana don't buy this product you can not use any of the forms.  you will not find that out until you purchase the product.
59049,negative,just google the title of my review with the tag windows 8. enough said.<br /><br />just horrible. why would you change what people already know.<br /><br />m
30288,multipolarity,installed using web download as recommended. windows 7.  did not install properly but that is not seller's fault. problem with norton itself and my wifi.  blue screen of death.
120483,multipolarity,"this version has all the functionality of the previous office suites, but it adds things a student will love, like an automatic bibliography for papers and onenote which is perfect for studying."
8204,positive,perfect for my needs! works great!
79687,negative,this product would not install unless you installed aol first.  it was a waste of money and extremely misleading advertising.
84486,neutral,easy to set up and good for a whole year. ten more words required before i can submit.  what else can i say??
103404,negation,my kids play chess so i bought this to improve their skills. my 6 and 8 year olds were just not interested at all. it was a wate of money.
58197,negative,does nothing but try to get you to play online games and watch ads. do not waste your money or time
98589,positive,"cant wait to use this, has a lot of new features that were needed in photoshop 9. great price best in town."
35531,negative,ever time i use turbo tax it seems i owe more than every one said i should next year i'm to a tax accountant and not h&r block
96749,positive,"a good, user-friendly software package that allows you to make personalized calendars with your own photos.  easy to learn and allows you to produce a product very quickly."
87318,negative,didn't advertise that you need to have 2002 federal program already installed in order for the state version to work.  what a waste of time and money.
105457,negative,"i have a 2005 version and thought i would update.  when i tried loading the 2011 version, it didn't load (i have windows xp).  so i don't know how it works, it never loaded."
9888,positive,it is always great to find something that is &#34;do it yourself&#34; and really simple!
125288,positive,"quickbooks 07 runs a bit slower than qb 6 on my ibook g4. this is especially true when going back through previously created invoices. menus have been moved around, which requires a bit of getting used to. overall, still a great product."
71098,negative,"awkward, difficult to use.  it did not do what i wanted it to do.  it was a waste of money."
88548,positive,"the price is great for this operating system, provided you have experience in installing operating systems. also note that there is no free support available in case of issues. the software arrived well packed and undamaged."
121804,negative,this product is junk--difficult to use. you are working for the software instead of vice versa. clumsy handling of data and poor screen presentation. sorry i wasted my money.
80826,negative,"i have tried to set up the mobile app but, quicken keeps telling me that i do not have the latest version. i get the pop up for updates but it won't except them....waste of my money."
115910,negative,"let me tell you don't buy it if you don't have to, keep using your older version. you never find the commands that you used in any other microsoft office software.  i spend more time trying to find the commands then i do working on a project."
62075,positive,"installed copy into parallels on a macbook pro. runs great, without hardly any problems at all. this deal is much cheaper than purchasing a boxed win 7 retail copy. comes in plastic case with product key. installs in less than 20 mins. perfect."
105187,negative,it worked and was pretty cool until i upgraded to windows7 then it stopped working.  reinstall doesn't work not even in compatibility mode.  wasted my money on this one.   they really should have a patch to download or something.
57303,positive,this was recommended to me by a friend who is an it guy.  it is perfect for my home computer needs.
114639,negative,i have wasted hundreds of hours trying to do even the simplest jobs with this software. do not buy.
41049,negative,the user cannot choose the level of map detail.  even (free) google earth will allow the user to turn layers on or off.  i ended up un-installing this program.  what a waste.
12536,negative,"can`t activate, waste of money poor support."
17372,negative,does not work with windows 8. waste of money
106834,negative,"if you have photoshop elements 7 0r 8, do not buy 9.  it doesn't fix any major bugs (for example it still will not burn a slide show to cd or dvd).  it doesn't add any significant features.  and so far it abends more frequently."
24324,positive,i have always used norton for my computers and it is great that i can include up to 5 devices.  please with this as usual.
119716,positive,"i've had this program for a while and if you have a lil imagination and a good ear you can make amazing music. i'd say give it shot, it affordable and gets the job done.if you've ever tried fruityloops this is way easier."
46890,negation,"still does not work, son has been working with the site to get it to work, still nothing  all of his equipment is compatible"
5616,negation,this software will not work with quickbooks 2015.  found out after purchase.  tech support said it was a known issue but didn't know when the patch would fix it.
104357,negative,the software was already registered to another account so i payed for something i cannot activate. i have attempted to contact the seller about this twice and have yet to receive a single reply. what a waste of money.
91225,positive,"easy to use.  customer service is great!  if you can't figure out a problem, you get a real live person who speaks perfect english to walk you through the steps.  i had my web up in no time."
31728,positive,another gift for grandchild (no complaints) daughter says it's being used. good price.
100523,negative,not a personal favorite.  don't like the software. i expected more from encore/printmaster.  i returned it for an older version and am very pleased with it.
3302,positive,both product and customer service are excellent.
88346,multipolarity,"there may be changes in the tax law, but i wanted the turbotax software at a good price. i got fast shipping, but the large envelope was somewhat crushed. the software was in very good condition."
7841,positive,"great product, fast shipping"
28506,negative,"do not buy this. i bought and it's just deleted more than 100 of my references or no apparent reason. the customer support from endnote is also terrible, total waste of money"
128202,negative,its verybad product. it system dependent. don't buy it unless you are having latest system with high video ram etc.
50652,positive,it is easy to install and works in the background so far so good are you like most of it's capabilities
2727,negation,my mistake. i thought i was purchasing photoshop elements. this is not what i needed.
55933,positive,"amazing software to draw a manga and a good replacement of corel painter and photoshop. the first time that i tried it i was very comfortable, i recommend it :)"
102919,negative,i was very disappointed with this software.  i installed family tree maker 2011 on two different systems with two different operating systems and it wouldn't work right on any of them. so this product is totally useless to me. a waste of money.
79095,positive,this is a great product. easy to use. i couldn't find one thing so i emailed tech support and they were back to me in a flash!  great support! just switched from a pc to mac so needed some programs that will work on the mac.
126246,neutral,"so far, vista does not thrill me, however it could be that i'm not used to it yet so i will be patient and see how it goes."
41868,negation,it did not have &#34;event minder&#34; on the disk as advertised<br />and the card designs were really crappy.  i will never use it.
61197,negative,very poor instructions - does not seem to function properly.  wasted money for something that could be so helpful to use.
130432,negative,the box looks pretty like most other home design programs but this software is garbage. don't waste your money. i suggest better homes and gardens home designer and home designer 6.0 they are excellent programs with an easy learning curve.
118053,neutral,"this 2008 version(old one) is much better than the new one. i ordered the new one when it first came out--it did not work properly & was difficult for me to use. the old 2008 model, at the price you offered, is a great buy."
112097,positive,this version of sound forge is very good at the kind of sound editing that i do. i especially like the batch processor since i often want to do the same things to all the tracks i am going to put on a cd.
17776,negation,"it would not work i was so mad,wast of good money"
45326,negation,the service at amazon was great. the software is so outdated that they wouldn't provide customer service without an upgrade. i was not able to do the work i needed to do.
128467,multipolarity,"the product is good in features, but very unstable.  it crashes easily.  good to play with for kids, bad for serious users who want to edit videos."
107701,positive,great product. i'm still learning the features but just don't have much time. i can't wait till i can fully use it. shipped fast! thank you. jasmin
110612,positive,"i have been using tubotax for the past five years, have not had the irs call me so far!  product works great!"
27259,negative,"it was horribly outdated, even for my relatively old computer. i'm so sorry to have wasted the money."
60909,negative,don't do it !  you will be sorry  and lighter on the weight of your digital money remaining in your account.
12241,positive,"worked perfectly however was an older version and did not do exactly what i wanted to, nonetheless was very good for the price."
89372,neutral,i bought this photoshop thinking it would have projects that you could do fun things with it . i didn't know it was a program for designs and was for students and teachers to use.was able to return it.
96940,negative,"poor customer service, resource hog (worse than the norton i was replacing), about as bad as it gets for a security product.  others i've used are norton and mcafee.  don't buy kaspersky.  i tried to give it no stars but amazon won't let me..."
26070,negation,it's difficult for a novice to learn how to use it effectively. i still don't know what to do with it.
7097,negation,it would not work on my computer.  thanks for yoour time.
43079,negative,did not work at all.  i did try to contact but was of no help at all.  would not waste your money on it since you can download and create your own on line.
8521,positive,great program with good support if needed.
23203,negative,i don't like it got tired of it pretty quick..
79536,positive,definitely met my expectation and so much more. encourage would be users to proceed without a second thought and tap into this great product.
102735,negation,norton 360 v5 wiped out a number of my programs when i loaded it in win xp. i'll never buy another norton product.
53645,negative,"i was expecting a tutorial, i got an add, and a short one at that. don't buy this scam or you'll be like me, a sucker!"
22380,negation,software does not communicate with financial institutions. probably won't buy again
62320,negation,"it was not even the program that i ordered, it had an old dos program on it! i even bought a windows xp training video from a second hand store that looked better!"
22359,negation,unable to work with this. does not work with my camcorders.
120508,positive,good product.  i have had it for 3 weeks now and have only had one issue with the new software.  my palm treo did not sync right with outlook 2007.  i was able to download a patch and fix the problem with in minutes.
129351,multipolarity,received tax cut premium + state box but no cd to install?
60739,negative,"hated it ...terrible, difficult to use, the software crashes all tthe time, very inconvenience, will never buy this product again"
38770,negative,warning! don't buy if you have the mac version.  this training video is geared toward the pc version and all of the windows and commands it presents are totally useless  for a mac
112406,negative,"this product is horrible.  it's archaic, cheaply done, and a complete waste of time and money.  even considering its modest price, it should be avoided."
668,negation,bad  would not download right crystal portal would not load  not recommanded
3890,negative,installed this product on my friends computer because she's old and doesn't understand what not to click on yet i'm still manually removing viruses. i loved mcafee until this version disappointed me.
31560,positive,a friend of mine recommended  this program to me and then helped me get started using it.  it is great!  it really helped me transform the pictures i took of my niece  and  her boyfriend for their senior pictures.  and i had fun doing it.
2254,positive,it was excellent for the time.
83218,negation,would not recommend this product.  i played with it myself and really did not find the concept of the learning game helpful.  i would be research other learning cds before i would purchase this product.
42101,negative,i only gave it one star because it was delivered quickly. don't waste your money! the clip art on this disc is cheap and you can get free clip art in the internet that's 10 times better than this!
117788,negative,"i used quite a few such programs over the years, including kaspersky in 2008. this one is the worst i ever had: protects when there is no need for protection and doesn't protect when it should."
95097,negative,"this is a very user unfriendly program that crashes on occasion. i'm not a novice and have used many programs over the years and this one is not serviceable at  all. i wasted my money, save yours and getting something else."
60921,neutral,"i am very disappointed with the cards and verses. the are not hallmark quality, i could buy card like these at the dollar store."
68652,negative,"terrible, barely functional and i am beginning to seriously second guess my faith in norton products.  slow, not worth the money let alone the time, don't buy this !"
48705,positive,this is an excellent product and i am delighted to find that it has been greatly enhanced since my last upgrade several years ago.
118338,multipolarity,"this program has much potential.  i was very disappointed to learn that even though they stated that it was compatible w/the leapord, it's not.  my ibook is tiger, but the imac isn't and so i decided to return the program."
124661,positive,this is a great upgrade to a set of great tools. we love the seamless integration between the different programs.
127716,negative,do not waste your money buying this product. poorly written. audio is by foreigner. better off buying math books.
15332,positive,great protection and tech support
10386,negative,this was garbage. never worked right and spent hours on phone with tech. they should have sent me a replacement. my sister and i had used bitdefender for a few years and liked them. then i got this… that's the end for me.
43700,negative,"this webroot spy sweeper software was a good price, but wouldn't work. i do not know if it was because of my operating system, or what. i gave up, and it being so cheap, just threw it away! not the sellers fault, just a bad product!"
2680,positive,"after a bit of learning i'm finding it really excellent and fun to use.  it took me a bit to learn to use but now my photos really pop.  glad i have it and find this software very helpful,"
20250,negative,"it would be helpful to know that it doesn't work on a 64 bit operating system, like windows 7."
119437,negative,"i ordered this item over a month ago.  i haven't received it, nor has the company responded to my e-mails.  the price sounds good, but if you don't get your item what's the point."
51041,negation,do not recommend it please  just make sure it is the right thing  that you will need to fic your computer
120685,positive,i love love love the pdf capabilities that come with wordperfect x4.  the spreadsheet is incredibly easy to use.  all in all a very nice application.
88929,negative,this is just terrible.  what was microsoft thinking?  it's a mess.  it does exactly what i don't want it to do at the worst times.  i hate it.
90303,negative,the disk is broke and the box too. too bad attention on the part of the sellers. . . .
118213,negation,was not aware it was dvd and we cannot use it.  so it is no good to us at this time
10120,negative,customer service is bad & never anticipate such a chip act f/m turbo denying access not to send a return directly. don't think am not going to use turboin the future.
70820,negation,do not spend money if you have an old version of mcafee in your computer.<br />is not gonna working. they want you to spend more money.<br />i will never buy again mcafee software.
123828,multipolarity,i purchased this upgrade hoping it would alleviate some issues i had with the home basic graphics accelerator.  it was no help at all.  the screen looks a little more colorful but i can't see any significant difference.
42064,positive,"very nice and easy program to use,  i feel this will do everything you average person is going to need it to do.  i also have the corel photo program and its a awesome product too."
120818,negative,so far i hate quicken for mac. after years being a devoted quicken user on my pc i bought an imac and switched to this. i can't get any accounts to download to my register like i did with the pc version. should have stayed with the pc.
28974,negative,it arrived very slowly.  we questioned if was used and then discovered it would not work with our operating system. for us it was a total waste of money.
129096,positive,great product. a few areas require moving around a lot. also i felt the updates were slow in coming out. these updates were necessary to complete your taxes. this held me up sending my taxes in by a 2-weeks. <br /> <br />
4759,positive,does just what we expected it to do - perfect!!!
122399,positive,"my kids are learning chess, and this program does a great job of teaching them basic principles in a way that is accessible and easy to understand. they love it."
36991,negative,"dragon works but is so cumbersome to use that i eventually uninstalled it.  the built-in dictation feature in android is simple, accurate and essentially free.  don't bother with dragon."
102358,negative,"ok... smaller word... bad... does not work like it is supposed to and they want more money every time they come out with patches, upgrades, or anything that makes it a worth while software. buy from another company, but stay away from magix..."
130264,negative,"if norton systemworks is installed, you can't install norton internet security.  i guess they don't work together.  both products want to install their copy of norton antivirus."
25222,positive,core i3 win 8.1.  great game both visually and strategically.  same makers as so blonde which i highly recommend.  also the two keane games.
90629,multipolarity,"i don't like 2 of the games on this disc. i like the monopoly, yathzee. i life the first life game that was made. i play this one , but would rather have the original game more."
47866,positive,"i've used sun microsystem's virtual box for years, which was okay.  this product is great and the ability to go back and forth between mac os and windows for cutting and pasting is ideal.  very highly recommended.  worth the price."
14756,positive,it came and was everything it promises. loads of fun and many hours of play time. it all loaded on my laptop with 8.1. everything works great.
127127,negation,be ready to get advice via email and google.  you wont be able to talk to a live person ever!!  v-com (owners) will not let you talk to anyone over the phone regarding any of their software.
66546,neutral,program good did what it is supposed to with few hitches - not sure windows 8 is a big plus over xp
102258,positive,"perfect software. now, i can create a professional movie using this software. it's wonderful to have thousands of freee effects/templates in directorzone."
106419,negation,"i was really excited to get this software for my wife for christmas.  however, when i opened the package to install it on my computer the cd was broken.  i cannot install lightroom and now i am out 80 bucks.  can i return it?"
47092,multipolarity,its four and a half stars i feel .it seems to be protecting me .i heard alot aboyt it not being  good protection but i figured it must be because they keep bringing it back every year.
113914,neutral,"purchased the mac os x version and still haven't ever managed to get it to load and run.    i'll be sticking with rosetta stone from now on, because even if it's pricey, at least it runs and works!"
127773,negation,i have used quicken for 12 years and have upgraded every 2 years. no longer. there are bugs which have been around for 4 years now and still not fixed.
92702,positive,this was awesome for our spanish student. she was able to use this product successfully. we also have this product in english
33540,negative,"if you are looking for just plain solitaire (like i was) don't buy this. i'm not returning it, i'll just donate it to the salvation army for resale..."
116529,negative,all this thing does is let you copy an unprotected dvd. very limited functionality.  i need to burn a dvd from video files on my pc; this software doesn't do that.
118166,negative,ruined my computer. clogged it all up. made microsoft installer not work correctly. just don't buy it.
58091,negative,i bought this as a gift for my husband who had been looking for it for months. he got it christmas day but can't play it because he has to connect to the internet once with it. we don't have internet and that info was not in the listing.
17281,positive,"great, fast delivery and in good conditios.<br />thanks"
118592,positive,"bought as a gift for my son-in-law, he thinks it's great.  more than one time play makes it worthwhile."
133081,negation,extremely slow and no option for customizing.
112111,positive,i bought this at a great price when compared to retail.  norton worked great on both my home pc and my laptop.
94459,positive,this the first version of true image i have used to clone a computer from a hdd to a ssd.  true image is awesome!
121990,negative,"mac's have time machine why would they want this lame, upsupported, sloppy copy of a built in leopard feature.  time machine works, prosoft products don't there is the difference."
27881,positive,buen producto.<br /><br />good product
5545,negative,i cannot find the product key nor  some of the numbers i try to use don't work to see if i have found the key.<br />i want to return it or get it fixed.  microsoft is a joke to contact.
20243,multipolarity,it came on time but i can't get it to work. it was not compatible like it claim to be.  ugh. so frustrating especially when i was looking forward to it.
40985,negative,you must send a photo to get a code.yours is invalid. do not  buy!!!!!!!this is old software.with bad code. no software.
129189,negative,they sent me a product that wasn't legit and wouldn't take it back. horrible service & i don't recommend anyone buy from this particular vendor! just a horrible waste of time & money!
82953,positive,i've been using quicken for 10+ years and i upgrade every few years.  the jump to 2013 was a good one!  i love the budget feature upgrade and the mobile app has been nice.
118531,positive,"good product , easy to install , virus updates every hour , non-invasive , does not slow down your pc , does not use a lot of space on your hard drive , doesn't invade your registry.....5 stars..........."
51505,negative,too bad. this is the non useful item i have ever ordered<br />i re-grate it a lot. take it out of the market. do not sell it again.
81016,positive,the best anti-virus progam i have bought so far. i have installed it on my desktop and it is to great. now i am going to put it on my other 2 computers.
24116,positive,"works great. good price, fast shipping"
121696,negative,i'd rate it if they would send it to me.  haven't received it yet and its several weeks later.  i don't recommend this vendor.[[asin:b0015t7u1w snood delux]
133414,negative,"if you speak absolutely no japanese, this product is not for you. if you speak a little bit of japanese you would hate this program. this is a horrible way to teach yourself the language and probably wouldn`t help beginners at all. do not buy!!!!"
87311,positive,i had to get this product for school and it works well with what i needed to do for a great price.
68536,negative,"there is no way to complete this game...ive been stuck on 38% for the last three weeks, there is no hint or clue or anything at all as to how the next step should be obtained. i wasted my money."
75400,neutral,this program is not compatible with any of my computers. the product was delivered on time and packaged well. it's a great idea though if it works. certainly worth a try
94996,negative,just purchased a copy for a little over $21 by calling apple. don't fall victim to these predators trying to steal your money.
10898,negation,this program is not what it use to be and even worst
25435,negative,it did not meet my expectations in the very least. it was an old program and a waste of money even though it was very cheap.
115863,negation,"i should have know not to order anything from broaderbund. i've never been satisfied with any of their products. the software is vague, hard to use and frustrating. i had it off my computer the same day i installed it."
91191,positive,microsoft windows 7 home premium upgrade family pack (3-user) is as good as any ms product.  installation was accomplished with a little help from the net.  price was excellent.
99992,negative,"i didn't this this software was really very good, it requires you download a lot of add ons from another website, have not created one product completely from this software. was pretty much a waste of my money...."
93196,positive,i went kind of crazy buying the pajama sam games!  my niece likes being on the computer so these were perfect for her.
111307,negative,"having problems with quicken locking up and restarting computer.  on and on and on.  toolbar disappears when closing the program.  piece of crap software!  don't buy, buyer beware!"
34764,positive,"i used to play this when i was a kid, now looking back at it, it could use some better graphics, but it is a great game!"
121001,negation,the automatic renewal program is a nightmare to get out of.  canceling is so difficult it approaches being a scam to get your money.  i will never purchase or use norton again
73513,negative,"extreme disappointment!  very difficult to set up email, very difficult to change account email addresses and in fact has made my work harder rather than easier!!  someone who doesn't run a business has come up with this new version!!!"
47118,positive,i really love their customer service and the product is great for my ged class. i am able to track the kids with the math
21118,negative,hard to work with; repeated attempts to have it recognize words is fruitless.  very frustrating.  visual tips horrible.
75236,negative,"tried to load this disk several times, it was a total waste of money. this disk did absolutely nothing to restore my system. i highly suggest trying a different alternative."
116225,positive,expression web 2 is a great tool for designing web sites. i highly recommend it.
597,multipolarity,do not buy from  tuneupreseller2015 . card was charged butt 8/20/15 but the delivy date is 9/6 to 10 6  takes way to long not very good
81637,negative,"the wallet can't even take the smallest credit card,,, to small,,, a real waste of money,,, do not recommend and would like to get my money back"
52914,negation,"i entered my names and then needed to delete one, and the system locked up and will not work any more.  i am not happy with this purchase."
131184,multipolarity,"this is a great product - but i think it retails for $2,000 not $20,000"
103201,positive,vhs to dvd 5.0 does everything advertised. the only issue i had with it was several brief places in the dvd where the action was jerky for one or two minutes. the sound was perfect though. it is a very good value.
