id,review_body,sentiment,vader_score,textblobscore,weighted_sentiment_label,weighted_score,prediction,hybrid_label,hybrid_score
70723,this program is designed for computers that have  been trashed.<br />don't waste your money.  it won't load and there is no tech support or online<br />customer service.,negative,-0.279,-0.2,negative,-0.247,0,negative,-0.624
109295,this product is worthless. the product is nothing but a traffic cop standing around and pointing to other software you already have on your computer. the defragger points to diskeeper lite. do not waste your money.,negative,0.261,-0.275,neutral,0.047,0,negative,-0.477
132049,"all  i can say is that it doesn't work with aol, so if that's what you're buying it for, save your time.",negative,0.494,0.0,positive,0.296,0,negative,-0.352
50225,"doesn't have much templates to use...many of the tramples are locked  so you can not edit. worse program ever, do not waste your money.",negative,0.598,-0.033,positive,0.346,0,negative,-0.327
36513,"doesn't work, can't discard and it pops up all the time saying it has expired.<br />and i do not know how to stop it. i am long time norton fan but this is driving<br />me crazy.",negative,-0.514,-0.325,negative,-0.438,0,negative,-0.719
85357,not what i thought it would be. some generic homemade cd. don't buy this. it was not produced from a professional company.,negative,0.0,0.05,neutral,0.02,0,negative,-0.49
112443,"admittedly, i don't have the fastest system in the world...but i exceed the minimum daily requirements and   this software crashes is performing very simple tasks. inexpensive is, as inexpensive does.",negative,0.0,0.0,neutral,0.0,4,multipolarity,0.0
99067,"corel has really annoying ads for other products which popup when starting the software app.  clicking on \\""don't show this anymore\\"" does nada, nothing.  i didn't pay money for software to see ads!!!!!",negative,-0.658,-0.308,negative,-0.518,0,negative,-0.759
66747,for some reason the softare stopped working less than two years from dop. i don't recommend this software. stay away,negative,-0.461,-0.167,negative,-0.343,0,negative,-0.672
106177,"there is a lot to listen to, which in itself isn't bad, but there is a lack of guidelines on how to use what you are listening to so that you yourself can produce correct portuguese. the end result is wasted effort and money.",negative,-0.745,-0.45,negative,-0.627,0,negative,-0.814
12027,blue screens on windows 8.1 pro 64 bit immediately and consistently. support is virtually non-existent. don't waste your money.,negative,0.616,0.017,positive,0.376,0,negative,-0.312
39647,"i only bought this because they say it has a new, improved chess engine with 150 opponents -- not.  it has 6. i will be getting my money back.  engine is not improved either.  don't wasted your money.",negative,0.49,-0.016,positive,0.288,0,negative,-0.356
29700,"this item is listed as working on a mac. it does not say it is a 2012 version and will not work with yosemite. then they want you to pay for a long distant international call to quebec, yes canada. broderbund however said it won't work ! don't buy",negative,0.439,-0.05,positive,0.243,0,negative,-0.378
81577,"if it isnt broken, dont fix it. this is the worst os i have used in my life. micro$oft really shot themselves in the foot with this one.",negative,-0.371,-0.4,negative,-0.383,0,negative,-0.691
87810,it is a waste of money.<br /><br />package was not original.<br />software could not get any customer support.<br />it could not be installed,negative,-0.422,-0.2,negative,-0.333,0,negative,-0.667
114360,"have tried unsucessfully to load this program. keep getting error message(error 1904). tried to contact customer service, no help. wasted $30.00. won't do that again!!!!!",negative,-0.542,-0.61,negative,-0.569,0,negative,-0.785
115010,"waste of time and money , there is nothing too special in this product .",negative,-0.62,0.079,negative,-0.34,0,negative,-0.67
69053,"title says it all. after a week, i uninstalled this from all three pc's i installed it on. what a waste of time and money!",negative,-0.475,-0.25,negative,-0.385,0,negative,-0.692
54401,"i thought the 8.1 update would help. imho, it did not. i am so disgusted with this monstrosity, i'll only say don't buy it!  i'm not even certain it would be good for a tablet, since i'm and ipad user.",negative,-0.22,-0.021,negative,-0.14,0,negative,-0.57
29748,rated f on the better business bureau    don't do it....they will auto charge you.  do the research.    [...],negative,0.44,0.5,positive,0.464,0,negative,-0.268
130202,"very difficult to load totally. not user friendly, manual not found although referenced on cd. only good thing was the pair of gardening gloves accompanying set, and they were size small to fit my wife! a waste of good money.",negative,-0.122,0.131,neutral,-0.021,0,negative,-0.51
58225,"installed, reinstalled, re-followed instructions, reinstalled, gave up on it.  found great alternatives on the mac.  discovered terminal/unix on the mac and have found alternatives so i don't need windows programs.",negative,0.625,0.8,positive,0.695,1,neutral,0.014
111779,"could not install it on windows vista. compatible with windows 95. old, old, old. waste of money.",negative,-0.422,0.025,negative,-0.243,0,negative,-0.622
120970,this is the worst software for kids learning spanish- i've gotten much better just off the internet.  please- do not waste your money.,negative,0.347,-0.1,positive,0.168,0,negative,-0.416
103596,"like others have said, it is only one year of access to the clip art you assume you are buying (because they don't tell you otherwise). and even then many of the items cost more if you want them anyway. i find the deception distasteful.",negative,0.042,0.125,positive,0.075,0,negative,-0.462
115479,"the game works on one of two computers with windows vista and plenty of memory, and required video card.  it doesn't work at all on my computer with windows xp.  last time i buy a crazy machines product.",negative,-0.34,-0.333,negative,-0.337,0,negative,-0.669
83377,this game is very predictable and the narrator (who is suppose to be the bad guy in the game) talks too much and i found myself muting him.,negative,-0.542,-0.312,negative,-0.45,1,negative,-0.558
17795,first time using because i saw turbotax got bad reviews this year. sorry i switched not as user friendly as turbotax. lol got a small refund too,negative,-0.562,-0.004,negative,-0.339,3,negation,0.0
22879,"this is like democracy is to government.  all are bad but the other windows are so much worse.  recommending it is like inviting one to dinner with dracula.  with that said, it fulfilled the limited purpose i am willing to give it.",negative,0.358,-0.209,positive,0.131,4,multipolarity,0.0
47890,"i did not buy this from amazon, bought it directly from the professionaltestpro.com website.  $200 wasted!  you would need to take the classes that already have these questions.  this test simulator teaches nothing.",negative,-0.42,-0.075,negative,-0.282,0,negative,-0.641
58198,"doesn't work on bigger files, just frezzes up and doesn't work. didn't by the pro version but i didn't want to waist my money, try<br /><br />viceversa  [...]",negative,-0.086,0.0,negative,-0.052,0,negative,-0.526
99505,our company installed dragons professional version after two months of using it it remains a very frustrating tool.loads of errors and wasted editing time.anti dragon jokes are running rampant,negative,-0.778,-0.207,negative,-0.55,0,negative,-0.775
60170,for some reason it doesn't recognize my voice it doesn't work well for me at all i would not recommend it for anyone,negative,-0.445,0.0,negative,-0.267,0,negative,-0.634
69558,i haven't figured out how to do things that were simple with the 3.0 edition.  but the 3.0 doesn't work with my new windows 7.,negative,0.0,0.068,neutral,0.027,0,negative,-0.486
35944,you don't need it!  windows 7 has the function built in.,negative,0.0,0.0,neutral,0.0,0,negative,-0.5
113767,"gives message \\""trial version has expired\\"" shortly after installation. the only proposed solution roxio gives is to go on a safari through your computer's registry to fix the problem. don't waste your money on this trash.",negative,0.234,-0.067,positive,0.114,0,negative,-0.443
99481,this is a simplified version of v3 that has stripped a bunch of features from version 3.  look around for a copy of version 3. don't get this.,negative,0.0,0.0,neutral,0.0,0,negative,-0.5
132655,"your privacy and wallet does not matter to microsoft.  to top it all off, you must completely relearn windows.  don't ever buy this sorry product, and microsoft will learn not to redesign their os every 2 years.",negative,0.09,0.033,positive,0.067,0,negative,-0.466
100169,"i should have believed the other bad reviews!! installed it, removed installation and trashed it!useless no sound at all! what good are shows when you can't hear them!",negative,-0.608,-0.125,negative,-0.415,0,negative,-0.707
130561,"if you use microsoft office (word, excel) don't buy it!  links to your previous .pdf simply don't work.  adobe knows about it, but have no viable work around.  stick with prevous versions.",negative,-0.271,-0.083,negative,-0.196,0,negative,-0.598
41712,"globeminer. look casually and think it says goldminer, but it's just a second-rate copy. amazon should stop carrying it. don't waste your money.",negative,0.381,-0.35,positive,0.089,0,negative,-0.456
133188,this product has yet to yeild any possitive results.  the company has poor online support for its product.  don't waste your money - the internet works better.,negative,0.59,-0.033,positive,0.341,0,negative,-0.33
122164,don't buy it - power hungry - lock ups - makes your computer worthless - i used it one day and couldn't uninstall it fast enough - i can't say enough bad things about it - what a waste of $50    james,negative,-0.431,-0.25,negative,-0.359,0,negative,-0.679
132714,this program is the worst i have ever tried.  the instructions are confusing and half the information you need to set it up isn't even there.  the program doesn't work like it says it does.,negative,-0.797,-0.489,negative,-0.674,0,negative,-0.837
70326,"this product is awful and would not install on my computer, don't buy save your money, i would not of given it a one star but you are told to rate your products, if i was given the ability to not rate i would of not rated it.",negative,0.035,-1.0,negative,-0.379,0,negative,-0.69
90223,"seems well put together ,but all examples are in a<br />folk music style and bored my daughter to the point she<br />doesn't want to use it ,an older adult might enjoy it",negative,0.434,0.042,positive,0.277,4,multipolarity,0.0
61197,very poor instructions - does not seem to function properly.  wasted money for something that could be so helpful to use.,negative,-0.455,-0.36,negative,-0.417,0,negative,-0.708
34812,"may work with older operating systems like xp, but not compatible with windows 7, or even vista. waste of money.",negative,-0.45,-0.017,negative,-0.277,0,negative,-0.638
61508,the gps on this really sucks!!! a waste of my money. i would recommend it to anyone to buy it,negative,-0.641,-0.393,negative,-0.542,0,negative,-0.771
80209,i bought this product and it didnt do any thing it said it would this s*** sucks so bad wish i would have never wasted 12 bucks on this pieace of s*** waste of time and money do not buy,negative,-0.635,-0.275,negative,-0.491,0,negative,-0.746
100178,"horrible,horrible graphics if you could call something that a child might create. a monkey could have done better. don't buy!!",negative,0.679,0.366,positive,0.554,0,negative,-0.223
46311,"no. it doesn't come with excel, word or powerpoint.  why? this is what i wanted with the software. could be better.",negative,0.108,0.5,positive,0.265,0,negative,-0.368
132253,"don't waste time with home.  many productivity app vendors won't guarantee compatability with xp home, and even microsoft's own tablet pc software won't remote control an xp home box (and boy are they pushing that for...the home of all places!)",negative,0.726,0.194,positive,0.513,0,negative,-0.243
96279,"look elsewhere.  i've been dealing with quicken, intuit, and quick books for 25 years.  i've had nothing but bad experiences but once you get in it is hard to get out.  don't do it!!!",negative,0.619,-0.312,positive,0.247,0,negative,-0.377
45367,"this is supposed to be a reinstallation disk the only thing it did<br />was \\""fix\\"" errors in the system. i still do not have an operating<br />system. waste of money!",negative,-0.67,-0.125,negative,-0.452,0,negative,-0.726
54377,i bought it because i needed a usb to charge my phone. turns out that it doesn't charge my phone. -_-,negative,0.0,0.0,neutral,0.0,0,negative,-0.5
11910,"do people actually buy this junk?. don't buy this s***, save the planet and your money.",negative,0.494,0.0,positive,0.296,0,negative,-0.352
51979,do not buy this. it doesn't come with the access codes to even play it! horrible bad very disappointed in amazon,negative,-0.808,-0.892,negative,-0.842,0,negative,-0.921
58639,i opened up the package and inserted the disc in my computer. nothing happened. when i went to check the disk it said there was nothing on it. not a happy camper. could just be a bad disk. i'll look to getting the same thing at my local book store.,negative,-0.758,-0.275,negative,-0.565,3,negation,0.0
119022,"this program suffered from repeated lock-ups on my windows xp computer. i'm glad my subscription expired and am rid of it. i don't think it ever found any malware, just caused problems.",negative,-0.077,0.5,positive,0.154,0,negative,-0.423
26166,i could never figure out how to make this work --- a waste of money..,negative,-0.422,-0.2,negative,-0.333,0,negative,-0.667
125042,easy to use and does everything i expected. i have lps dating to the 50s and i have already converted about 30 to cds. in some cases i was able to get two lps on one cd which is great for my two lp albums (total cd space is 80 minutes).,positive,0.791,0.327,positive,0.605,2,positive,0.136
32882,it has very good editing tools. i bought this because the photo expressions platinum 5 did not have what i needed,positive,0.493,0.91,positive,0.66,2,positive,0.163
47447,"i have used quark express for years.  this program is almost as good and a fraction of the cost.  i think serif page plus is an excellent program for most people, even professionals.",positive,0.745,0.733,positive,0.74,2,positive,0.203
128659,"great!  nice scenery, some tough items to find.  all in all, my granddaughter (age 5 1/2) and i have had a lot of fun playing this game!",positive,0.902,0.202,positive,0.622,2,positive,0.144
115919,this disc got here in mint condition and very fast. it has helped my daughter a great deal and recommend it to any geometry honor student.,positive,0.869,0.53,positive,0.733,2,positive,0.2
79699,i have never used norton before and have only had it for less than a week now.  so far so good.  lots of useful tips,positive,0.789,0.187,positive,0.548,2,positive,0.107
35476,good product.  good service.,positive,0.7,0.7,positive,0.7,2,positive,0.183
103870,excellent review. i am listening to them in my car or at home - she has a way of getting you to remember the important material in a logical way.,positive,0.67,0.55,positive,0.622,2,positive,0.144
73528,something you have to have if you want to take an online class.<br />glad i found such a good deal,positive,0.735,0.35,positive,0.581,2,positive,0.124
32290,great product works as advertised helps with my online courses so i don't have to write notes just say it.,positive,0.772,0.8,positive,0.783,2,positive,0.225
116769,returns policy excellent product now 100%  replacement sent first class post at no cost to me  i would definitely use this company again   david j merrick,positive,0.637,0.417,positive,0.549,2,positive,0.108
39048,here is a good pc game for anyone who likes to hunt. that's in case the weather is too bad outside for hunting . the graphics and sound is great . i would recommend anyone looking for a deer hunting game,positive,0.832,0.057,positive,0.522,2,positive,0.094
62643,"i been using corel products for years.  their software has always been great. and got at a great price on amazon ,can,t go wrong.<br /> i love to have corel painter ?????",positive,0.944,0.7,positive,0.846,2,positive,0.257
27304,i had already installed the 32-bit version on an old box.  this produced the same good results.,positive,0.44,0.267,positive,0.371,2,neutral,0.019
133221,"i was not sure if it would work with my cdrw, because i have trouble backing up to cds, and my folders was backed up great.<br>thumbs up for this software.",positive,-0.536,-0.225,negative,-0.412,2,negative,-0.372
98577,a very good product.  have been using it for many years.  have tried others but they are not as good,positive,-0.253,0.703,positive,0.129,2,negative,-0.102
61311,great virus protection at a decent price.  have relied on norton products for several years to ward off malicious pc attacks. received my purchase in record time.,positive,0.296,0.322,positive,0.306,2,neutral,-0.013
32866,i like this version.  i had psp pro x3 and didn't care a lot for it.  i like this version much better.  it was a good price.  amazon delivered on time.  well please with the product and service.,positive,0.906,0.6,positive,0.784,2,positive,0.225
83575,this is good. perfect for upgrading your whole computer system in the house. saves you some money and extends the life of your 10 year old nodes for internet use.,positive,0.796,0.5,positive,0.678,2,positive,0.172
16780,worked perfectly with updates for changes in irs codes.  very easy to use.  plan to use block again next year.,positive,0.67,0.521,positive,0.61,2,positive,0.139
44417,"this product works as advertised, packaging was great. i'm using this program for an upgrade it will work fine for my needs. i'm very happy to be able to use my computer again.....",positive,0.872,0.679,positive,0.795,2,positive,0.231
110249,parallels on mac works great. may be system become little slow if you try to do several windows programs otherwise it works great.,positive,0.848,0.222,positive,0.598,2,positive,0.132
46070,"just awesome. very easy to install, easy to use. e-file is free. pretty much done with my tax in couple of hours.",positive,0.949,0.474,positive,0.759,2,positive,0.213
75421,the software provides excellent step by step approach in preparing a basic will. it could provide additional features to improve.,positive,0.765,0.5,positive,0.659,2,positive,0.163
82330,shopping experience was very good. price of this software was lower than the download version. nothing bothered me at all.,positive,0.451,0.91,positive,0.635,2,positive,0.151
113441,good price and excellent program.  product was delivered very well protected.  i can strongly recommend this product.,positive,0.941,0.583,positive,0.798,2,positive,0.232
65427,i can't teach my kids math anymore- they are too far ahead of me! this is a great tool.  highly recommended.,positive,0.757,0.362,positive,0.599,2,positive,0.133
47040,this product worked perfectly for what i was looking for.  i wanted to have the discs instead of downloading the program. this product was easy to install on my 3 pc's and i had no problems at all.,positive,0.854,0.717,positive,0.799,2,positive,0.233
85708,i have used trend micro for several years and have recommended it to friends and family.  does a great job.,positive,0.84,0.4,positive,0.664,2,positive,0.165
78940,"i have used it for years, good product !<br />most times this meets all my needs and more.<br />thanks for the great product.",positive,0.88,0.838,positive,0.863,2,positive,0.265
133640,this is a very nice program for at home use.  i would recommend it!,positive,0.708,0.975,positive,0.815,2,positive,0.241
83767,have been using ms works for years.  it is great.  i'm glad i was able to acquire ms works from you.<br />thanks.  great job.<br />jc,positive,0.934,0.65,positive,0.82,2,positive,0.244
36832,"was exactly as described and worked great, will order from seller again.",positive,0.625,0.525,positive,0.585,2,positive,0.126
47437,works great for dual platforms running os and windows 7 professional. must have if using windows software. i use it with quicken.<br />i use if for turbo tax also.,positive,0.625,0.45,positive,0.555,2,positive,0.111
23781,great software and i greatly enjoyed it.,positive,0.827,0.65,positive,0.756,2,positive,0.211
24050,"great program, easy to use",positive,0.791,0.617,positive,0.721,2,positive,0.194
75759,"entered all of my information, got refund. i have been using turbo tax for 14 years, great product every time.",positive,0.625,0.8,positive,0.695,2,positive,0.181
4906,a great security device to have on your computer.,positive,0.758,0.8,positive,0.775,2,positive,0.221
132034,"this is a worthy upgrade.  as usual, all components mesh nicely with each other and are on par with the window's counterparts.  actually, powerpoint actually has more transitions and export options on the mac version.  a worthy upgrade.",positive,0.827,0.174,positive,0.566,2,positive,0.116
97020,ms office was loaded at factory but required product key  to activate.. damn nusiance!  required purchase of progam to get key.<br />amazon service was great as always,positive,0.664,0.4,positive,0.558,2,positive,0.113
65557,works very nice in the background while keeping my computer safe. i also like the vault and backup features it has.,positive,0.817,0.64,positive,0.746,2,positive,0.206
57576,"i got the deluxe version, it is great just like previous versions. can't wait to try the mobile to go app. have not had time to look into that yet.",positive,0.765,0.411,positive,0.623,2,positive,0.145
54958,latest version is consistent with my prior experiences.  quicken has always been good.  just upgraded to get the latest version.,positive,0.44,0.39,positive,0.42,2,neutral,0.043
72042,"nice item, fun to play, easy to load...just plop it in your drive and enjoy. don't miss out..have some slot fun.",positive,0.954,0.407,positive,0.735,2,positive,0.201
1675,buy mcafee often and does a good job . price is great.  will buy again.,positive,0.791,0.75,positive,0.775,2,positive,0.221
116002,"perfect package, nothing wrong, works perfect.    ordered on a thursday, probably not shipped till friday and got it the next tuesday, and that was with standard shipping.    no complaints here!",positive,0.701,0.3,positive,0.541,2,positive,0.104
41395,these product revolutionize photo editing and organizing truly is design for photographers both pro and amateur alike...excellent product side by side with cs6,positive,0.44,-0.25,positive,0.164,2,negative,-0.085
105085,"i love this game but i can't get it to run on my computer, it is giving me a 'no cd in the drive' error.  i am running 32 bit vista.  i would like to update this, i was angry that i couldn't get it to work, but it is a great game.",positive,0.765,0.0,positive,0.459,4,multipolarity,0.0
130998,"since i started using this product i have no more spam and it never ever catches my good email. i get 300+ spam messages a day and it catches all of them. awesome product, and it's dirt cheap!",positive,0.557,0.488,positive,0.529,2,positive,0.098
116784,awesome item from a great seller.,positive,0.848,0.9,positive,0.869,2,positive,0.268
13673,works great....if you have some technical know how.the 'average joe' may have some trouble.,positive,-0.402,-0.117,negative,-0.288,2,negative,-0.311
54986,i've been using quicken for more than 20 years now.  quicken 2014 by far was the easiest set-up when creating a new database file.  it's a great product and keeps you on top of your finances.,positive,0.872,0.407,positive,0.686,2,positive,0.176
134554,beos operating system is great.  fastest thing on the planet but to replce win98 it needs a ms office like.  it comes with gobe productive but does not state the version which is critical as ms word documents are recognized  by vs 2 and not 1.1,positive,0.431,0.4,positive,0.419,4,multipolarity,0.0
51885,it worked out great like very much so glad to be rid of windows 8  thank you for a good product,positive,0.945,0.667,positive,0.834,2,positive,0.25
33400,i bought it to read back to me my writing and make sure the flow is good. it does that and more.,positive,0.637,0.425,positive,0.552,2,positive,0.109
128422,i liked the older version of ftm that had the tabs on the side of each page.  i found it easier to navigate.  i do like the connection with ancestry.com.  lots of good info.,positive,0.875,0.489,positive,0.721,1,neutral,0.027
985,great product and a terrific price!,positive,0.817,0.4,positive,0.65,2,positive,0.158
75220,"good product, but hard for me to get into. but i have learned a little spanish and if you can get it under $200.00 then its worth it.",positive,0.402,0.104,positive,0.283,4,multipolarity,0.0
41780,"kaspersky pure is excellent,  caught 30-40 more  intruders than my norton 360 .<br /><br />only complaint is i cant get it set to automatic scan.",positive,0.361,0.354,positive,0.358,2,neutral,0.012
112784,great product screen copies anything and saves it in different formats so that you can put it in any document.  one click operation.  great customer service too![[asin:b0014x4mwo snagit version 9.1]],positive,0.859,0.533,positive,0.729,2,positive,0.198
9970,good up date  and interface with pcs,positive,0.44,0.7,positive,0.544,2,positive,0.105
55891,works great. no problems loading. everything works and is up to date. great product for the price. i would highly recommend it.,positive,0.922,0.587,positive,0.788,2,positive,0.227
56158,i've owned corel draw from the very beginning.  it has always exceded my expectations in all regards.  each upgrade has always exceded the previous versions.  great program.,positive,0.625,0.278,positive,0.486,2,positive,0.076
25957,works great as expected. fast delivery.  still a great operating system,positive,0.848,0.425,positive,0.679,2,positive,0.173
55410,can finally see my videos on windows 8. great for editing my home movies! will definitely buy the upgrade. yeah,positive,0.852,0.333,positive,0.644,2,positive,0.156
64748,it did all of the pdf manipulation i wanted and more at a significant savings over the other offerings!!!  it is every bit as good as nitro which came &#34;on approval&#34; with my new windows 8 laptop!,positive,0.604,0.3,positive,0.482,2,positive,0.075
285,this is a great product and can save you from buying a new computer.,positive,0.807,0.468,positive,0.671,2,positive,0.169
124270,"nice product, easy to use. very good learning tool. a must have for vista users.",positive,0.836,0.648,positive,0.761,2,positive,0.214
74453,"mcafee has always been one of my favorites! great protection for three computers,especially  considering the great price! thanks amazon! i would definitely recommend to anyone that k know!",positive,0.968,0.512,positive,0.786,2,positive,0.226
119778,great service. kept a check on item delivery. very good protective wrapping. on time delivery.  thanks,positive,0.88,0.637,positive,0.783,2,positive,0.225
67824,still learning this software. but i really like it. now i feel like a pro. very nice program i recommend it.,positive,0.936,0.49,positive,0.758,2,positive,0.212
99012,the risk game was everything i expected it to be and more i enjoy playing the game either by myself or with my grandsons we all have a great time even my grandsons enjoy playing when i cannot play,positive,0.889,0.171,positive,0.602,2,positive,0.134
77606,"i'll enjoy using this for my company, i'll have to learn how to get the most out it, but i'm sure it will be a great assett to my bussiness.",positive,0.893,0.55,positive,0.756,2,positive,0.211
25347,its a great collection of games!,positive,0.659,1.0,positive,0.795,2,positive,0.231
99781,"my packet arrived within 3-4 days in good shape. having installed it in my computer by now, all went according to simple instructions.  kaspersky is a terrific piece of security software for any computer....and very inexpensive thru amazon.com",positive,0.813,0.225,positive,0.578,2,positive,0.122
88648,"this performs the very simple task of converting vhs to dvd easily, simply and with good quality.  i recommend it.",positive,0.778,0.233,positive,0.56,2,positive,0.113
99066,there is not much i can say about this item other than the standard review: arrived on time and in good condition. the item was brand new and exactly as described. i am a happy camper.,positive,0.765,0.237,positive,0.554,2,positive,0.11
60813,"this is a good little valet tray. it is perfect and fits the items i need. i wish it was a little bigger and possibly had another compartment, but it is fine just the same. i would recommend it as something for yourself or a gift.",positive,0.925,0.218,positive,0.642,2,positive,0.154
29922,great price and works great,positive,0.848,0.8,positive,0.829,2,positive,0.248
114752,this is a great product and very easy to use.  i would highly recommend this product to any college student.  the graphics are great and there is help at your fingertips.  kudos,positive,0.965,0.581,positive,0.811,2,positive,0.239
45534,we are landlords. there are excellent forms that follow the laws of my state. i needed to bring up to windows 7 level from the vista that has stopped being used.,positive,0.422,1.0,positive,0.653,2,positive,0.16
9979,delivered prior to the estimated date. an excellent software program for self-preparation of income tax (federal and state) for home and business.,positive,0.572,0.5,positive,0.543,2,positive,0.105
68369,"it records 720/1080 hd without a problem. very easy settup, and very simple to use, i would recommend this for people who are just starting out on a gaming channel, or just want to show off their awesome gameplays to their friends.",positive,0.938,0.391,positive,0.719,2,positive,0.193
64918,"great product!! i was glad with the layout, the ribbons, the ui, and most of the seamless integration with other software like revit or 360.",positive,0.88,0.395,positive,0.686,2,positive,0.176
24404,"worked great, better than i hoped.",positive,0.862,0.65,positive,0.777,2,positive,0.222
114648,had issues with my computer and after purchasing the software and running it alot of crap was remove from my system. it runs great and best investment i have made.  [...],positive,0.772,0.333,positive,0.596,2,positive,0.132
85112,i have used this software for several years and it works great for me. several of my friends now use it,positive,0.802,0.267,positive,0.588,2,positive,0.127
32074,use it often delivery was excellent  very satisfied,positive,0.778,0.825,positive,0.797,2,positive,0.232
96457,my recent purchase of peachtree 2011 was excellent.  fast response.  the software was in excellent condition and i was able to register it as well.  works great and i am very satisfied with this purchase.  thank you.,positive,0.96,0.593,positive,0.813,2,positive,0.24
54082,turbo tax always meets my expectations. especially easy to import information fro a previous version. would be nice if the price was more return customer friendly.,positive,0.858,0.435,positive,0.689,2,positive,0.178
50327,the program works great except for update downloads which continually come up with not able to complete which i can not figure out why.  overall i think the program is great and have been using it for about 12 years.  highly recommend.,positive,0.9,0.268,positive,0.647,2,positive,0.157
76540,i love using microsoft office because it is so easy to use. this version is so nice and sleek it makes working with it that much better.,positive,0.938,0.508,positive,0.766,2,positive,0.216
119716,"i've had this program for a while and if you have a lil imagination and a good ear you can make amazing music. i'd say give it shot, it affordable and gets the job done.if you've ever tried fruityloops this is way easier.",positive,0.859,0.65,positive,0.775,2,positive,0.221
3649,i love this software. i'm now looking for a good midi system to control this in my daw.,positive,0.796,0.6,positive,0.718,2,positive,0.192
74373,"excellent software i strongly recommend it., this quick books safe me lots of money and it help my auto shop business to be organized i will get next update for sure",positive,0.935,0.461,positive,0.745,2,positive,0.206
35546,young writers will love this fun tool.  you may have trouble unglueing them from it.  arrived promptly and in good condition.,positive,0.851,0.28,positive,0.623,2,positive,0.145
34059,works great i would buy this again,positive,0.625,0.8,positive,0.695,2,positive,0.181
120724,so far i'm pleased with this product. it's non intrusive to the operating system and doesn't slow down the machine at all. it has done a good job of blocking what needs to be blocked and cleaning up the drives.,positive,0.332,0.169,positive,0.267,2,neutral,-0.033
96644,i purchased this item for our office so we could update to microsoft office 2010. the product came very quickly and works perfect!,positive,0.611,0.717,positive,0.653,2,positive,0.16
98785,"great product, but i just discovered i could have gotten it at sam's club for a lot less money!  could have save nearly $25.",positive,0.799,0.231,positive,0.572,4,multipolarity,0.0
72129,this software version is easy to use and very familiar!  i recommend it over the newer versions.  the price is a great value!,positive,0.914,0.681,positive,0.821,2,positive,0.244
103679,this is fantastic and a great deal!  my kids (3 and 18mos) get about 30 minutes a day with this and they love it!,positive,0.926,0.675,positive,0.826,2,positive,0.246
16621,as good or better that turbotax,positive,0.7,0.6,positive,0.66,2,positive,0.163
101857,great value for the price. 64 bit encryption. i will save hundreds making my own cards over the life of the program.,positive,0.866,0.7,positive,0.8,2,positive,0.233
83081,"still learning the product, but basics are very easy.  integration with ancestry.com seamless.  lots of features, but documentation is helpful.  very good for long term work in researching and building family trees.",positive,0.923,0.381,positive,0.706,2,positive,0.186
62698,got the key real fast! key works and the game is great!!!! had a little issue with the key at first but was able to clear it up with him via skype very easily!,positive,0.892,0.213,positive,0.62,2,positive,0.144
85256,i like this product even better than norton antivirus.  i also like the fact that it cost less than the other product.  symantec's site does a good job of explaining the difference between the products.,positive,0.869,0.227,positive,0.612,2,positive,0.139
69351,"airport scenery is bare, however plenty of scenery packs available for free will fix that. the flight physics are excellent and the graphics are comparable if not better than fsx.",positive,0.68,0.32,positive,0.536,2,positive,0.101
71049,these 'i spy' games are great to occupy the grandkids when they are here with something that is fun but worthwhile.,positive,0.778,0.533,positive,0.68,5,sarcasm,0.0
78514,"this is an awesome product to be used in conjunction with good old fashioned hard work to help the native english speaker learn a new language. so if you're serious about learning a new language, then i highly recommend this product.",positive,0.889,0.179,positive,0.605,2,positive,0.136
76897,"have used pm 18 for years, terribly disappointed in pm platinum (waste of my money),  pm 18 worked great but<br />was getting tired, pm 18.1 works great also and appears to have more to work with.  i use it all the time!",positive,-0.541,0.146,negative,-0.266,4,multipolarity,0.0
43075,great software easy to use and works well with my bank account. password protection and daily update and can have multiple accounts setup.,positive,0.844,0.308,positive,0.63,2,positive,0.148
116076,"good product, for moderate to simple plans, with a lot of limitations. was what i expected for the price. was fun and easy to use, not for professional use.",positive,0.844,0.205,positive,0.588,2,positive,0.128
95660,this item was exactly what i needed. i purchased this product to repiar my computer and this did exactly that. great job guys... i will recommend this product to all.,positive,0.765,0.433,positive,0.632,2,positive,0.149
122723,"down loaded print shop from disk, more items than i expected. great item for the office.",positive,0.625,0.261,positive,0.479,2,positive,0.073
94541,i have been using system mechanic for years and it has always worked great for me. it has kept my lap top running smoothly and reliable.,positive,0.71,0.567,positive,0.653,2,positive,0.16
128803,dashboard is especially fun.  the system itself is simple and easy to use.  good worthwhile upgrade.,positive,0.896,0.447,positive,0.716,2,positive,0.192
68929,great for kids learning physics without knowing it.  my 8 year old grandson has mastered it so younger age isn't a problem.,positive,0.748,0.3,positive,0.569,2,positive,0.118
71501,so far excellent.  the back up was easy to use and quick considering how much data that i backed up.  good thing is with full scan my computer is clean.,positive,0.911,0.387,positive,0.701,2,positive,0.184
27286,works great. re-did my entire antenna aray as well as all cables indoors.,positive,0.735,0.4,positive,0.601,2,positive,0.134
119819,good stuff great quality s,positive,0.791,0.75,positive,0.775,2,positive,0.221
124908,"i'd rather have active tests instead of just listening cd's about grammar in the car. but, i know that for some people that works better. i liked the exercises in the talk-to-me cd's. overall a good learning set...",positive,0.922,0.333,positive,0.686,2,positive,0.177
